2	0	0	0
0	0	0	0
0	1	0	0
1	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	1	0			
0	2	0	0
0	96	0	0
0	96	0	0
0	3	0	0
0	0	0	2
0	0	0	96
0	0	0	96
0	0	0	96
0	0	0	96
0	0	0	96
0	0	0	96
0	0	0	96
0	0	1	96
0	0	0	96
1	0	0	96
0	0	0	3					
0	0	2	0
0	0	96	0
0	0	96	0
0	0	96	0
0	0	96	1
0	0	96	0
0	1	96	0
0	0	96	0
0	0	96	1
1	0	96	0
0	1	96	0
2	0	3	0
96	0	0	1
96	0	0	0
96	1	0	0
3	0	0	0
0	0	2	1
0	0	96	0
0	0	96	0
1	0	96	0
0	0	96	0
0	0	96	0
0	1	96	0
0	0	96	0
1	0	96	0
0	0	96	0
0	0	96	0
0	0	96	0
0	0	96	1
0	0	96	0
0	0	96	0
0	0	3	0
0	2	0	2
0	96	0	96
0	96	0	96
0	96	0	96
0	96	0	96
0	96	0	96
0	96	0	96
0	3	0	3
1	0	0	0
0	0	1	0
0	1	0	0
0	0	0	1
0	0	1	0
0	0	0	0
1	0	0	0
0	0	0	0
0	1	0	2
0	0	0	96
0	0	1	96
0	0	0	96
1	0	0	96
0	0	0	96
0	0	1	96
0	0	0	3
0	1	0	0
0	0	0	0
0	0	2	0
0	0	96	0
1	0	96	0
0	1	96	0
0	0	96	1
0	0	3	0
0	1	0	0
0	0	0	0
1	0	0	0
0	0	0	1
0	0	0	0
0	0	1	0
0	1	0	0
0	0	0	0
1	0	0	0
0	1	0	0
0	0	1	1
0	0	0	0
0	1	0	0
0	0	0	0
1	0	0	0
0	0	0	0
2	0	0	1
96	0	0	0
96	0	1	0
96	1	0	0
96	0	0	0
96	0	0	0
96	0	1	0
96	0	0	0
96	0	0	0
96	1	0	1
96	0	0	0
3	0	0	0
0	1	0	0
0	0	1	0
0	0	0	1
1	0	0	0
0	0	0	1
0	0	2	0
0	1	96	0
2	0	3	0
96	1	0	1
96	0	0	0
96	0	0	0
96	0	0	0
96	0	1	1
96	0	0	0
96	0	0	0
3	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	1
0	0	0	0
0	0	1	0
0	1	0	0
1	0	0	1
0	0	0	0
0	0	1	0
0	0	0	0
0	1	0	0
0	0	0	0
1	0	1	0
0	1	0	0
0	0	1	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	1	0	0
0	0	0	1
0	0	1	0
0	0	0	1
0	0	0	0
1	0	0	0
0	1	1	0
0	0	0	0
0	0	0	0
0	0	1	0
1	1	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	1
0	0	0	0
0	0	1	0
0	1	0	0
1	0	0	0
0	0	0	0
1	0	0	0
0	1	0	0			
1	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	1	1
0	0	0	0
0	1	0	0
6	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
1	0	0	1
0	0	0	0
0	0	0	0
0	1	1	0
0	0	0	1
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	1	0
0	1	0	0
1	0	0	0
0	1	1	0
1	0	0	0
0	1	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
1	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
1	0	1	0
0	1	0	0
0	0	1	1
1	1	0	0
0	0	1	1
0	0	1	0
1	0	0	0
0	1	0	0
0	0	0	0
0	0	1	1
0	0	0	0
1	0	0	0
0	2	0	0
0	96	0	0
0	96	0	0
0	3	0	0
1	0	0	0
0	0	1	0
0	0	0	1
0	1	0	0
0	0	0	0
0	0	1	0
0	1	1	0
1	0	0	0
0	1	1	0
0	0	0	0
0	1	0	0
0	0	0	2
0	0	0	96
0	0	0	96
0	0	0	96
